rid,graph_1,lid_2,graph_2,cat_1,cat_2,type_cstr_1,cstr_1,type_cstr_2,cstr_2,complexite,orientation
r8836,drogmanat,l175781,drogman,Nm,Nm,suf,Xat,NA,X,simple,des2as
r8849,dromadariat,l175845,dromada,Nm,Nm,suf,Xariat,NA,X,simple,des2as
r8858,druidicat,l175981,druide,Nm,Nm,suf,Xicat,NA,X,motiv-sem,des2as
r8870,ducat,l176149,duc,Nm,Nm,suf,Xat,NA,X,simple,des2as
r8876,duodécemvirat,l176389,duodécemvir,Nm,Nm,suf,Xat,NA,X,simple,des2as
r8912,duumvirat,l176647,duumvir,Nm,Nm,suf,Xat,NA,X,simple,des2as
r9010,débat,l177020,débattre,Nm,V,conv,X,conv,X,simple,NA
r9161,débutanat,l177347,débutant,Nm,Nm,suf,Xat,NA,X,simple,des2as
r9206,décanat,l175414,doyen,Nm,Nm,suf,Xat,NA,X,simple,des2as
r9265,décemvirat,l177702,décemvir,Nm,Nm,suf,Xat,NA,X,simple,des2as
r9589,décurionat,l178544,décurion,Nm,Nm,suf,Xat,NA,X,simple,des2as
r9646,défensorat,l178748,défenseur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r10030,démissionnariat,l179910,démissionnaire,Nm,Adj,suf,Xat,NA,X,simple,des2as
r10317,dépositariat,l180716,dépositaire,Nm,Nm,suf,Xat,NA,X,simple,des2as
r10388,députanat,l180878,député,Nm,Nm,suf,Xanat,NA,X,simple,des2as
r10389,députat,l180878,député,Nm,Nm,suf,Xat,NA,X,simple,des2as
r10391,députorat,l180878,député,Nm,Nm,suf,Xorat,NA,X,simple,des2as
r10802,détectivat,l182462,détective,Nm,Nm,suf,Xat,NA,X,simple,des2as
r12201,entraînariat,l186572,entraîneur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r12207,entraîneuriat,l186572,entraîneur,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r12209,entraînorat,l186572,entraîneur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r12236,entreprenariat,l186929,entrepreneur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r12237,entreprenerat,l186929,entrepreneur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r12243,entrepreneurariat,l186929,entrepreneur,Nm,Nm,suf,Xariat,NA,X,simple,des2as
r12244,entrepreneurat,l186929,entrepreneur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r12245,entrepreneuriat,l186929,entrepreneur,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r12246,entrepreneutariat,l186929,entrepreneur,Nm,Nm,suf,Xariat,NA,X,simple,des2as
r12247,entreprenorat,l186929,entrepreneur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r12248,entreprenoriat,l186929,entrepreneur,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r12417,esclavariat,l187925,esclave,Nm,Nm,suf,Xariat,NA,X,simple,des2as
r12418,esclavat,l187925,esclave,Nm,Nm,suf,Xat,NA,X,simple,des2as
r12453,espionnariat,l188356,espion,Nm,Nm,suf,Xariat,NA,X,simple,des2as
r12454,espionnat,l188356,espion,Nm,Nm,suf,Xat,NA,X,simple,des2as
r12539,ethnarcat,l189282,ethnarque,Nm,Nm,suf,Xat,NA,X,simple,des2as
r12567,eunuchat,l189537,eunuque,Nm,Nm,suf,Xat,NA,X,simple,des2as
r12615,exarchat,l189982,exarque,Nm,Nm,suf,Xat,NA,X,simple,des2as
r12711,exorcistat,l190395,exorciste,Nm,Nm,suf,Xat,NA,X,simple,des2as
r12727,expertorat,l190471,expert,Nm,Nm,suf,Xorat,NA,X,simple,des2as
r12801,expéditionnariat,l190640,expéditionnaire,Nm,Nm,suf,Xat,NA,X,simple,des2as
r12812,exsudat,l190681,exsuder,Nm,V,conv,X,NA,X,simple,des2as
r12829,externat,l190726,externe,Nm,Nm,suf,Xat,NA,X,simple,des2as
r12862,extraordinariat,l190868,extraordinaire,Nm,Nm,suf,Xat,NA,X,simple,des2as
r12886,exécutanat,l191031,exécutant,Nm,Nm,suf,Xat,NA,X,simple,des2as
r12935,factorat,l191307,facteur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r12936,factoriat,l191307,facteur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r12978,fakirat,l191616,fakir,Nm,Nm,suf,Xat,NA,X,simple,des2as
r12991,famulat,l333494,serviteur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r12996,fanariat,l191852,fan,Nm,Nm,suf,Xariat,NA,X,simple,des2as
r12997,fanaticat,l191852,fan,Nm,Nm,suf,Xaticat,NA,X,complexe,des2as
r12998,fanaticat,l191864,fanatique,Nm,Adj,suf,Xat,NA,X,simple,des2as
r13018,fanorat,l191852,fan,Nm,Nm,suf,Xorat,NA,X,simple,des2as
r13026,fanzinat,l191994,fanzine,Nm,Nf,suf,Xat,NA,X,simple,des2as
r13032,faquirat,l191616,fakir,Nm,Nm,suf,Xat,NA,X,simple,des2as
r13124,faussariat,l192554,faussaire,Nm,Nm,suf,Xat,NA,X,simple,des2as
r13170,feld-maréchalat,l382959,feld-maréchal,Nm,Nm,suf,Xat,NA,X,simple,des2as
r13338,fidéicommissariat,l194037,fidéicommissaire,Nm,Nm,suf,Xat,NA,X,simple,des2as
r13339,fidélat,l194026,fidèle,Nm,Adj,suf,Xat,NA,X,simple,des2as
r13340,fidélat,l194028,fidèle,Nm,Nm,suf,Xat,NA,X,simple,des2as
r13363,figuranat,l194184,figurant,Nm,Nm,suf,Xat,NA,X,simple,des2as
r13401,filiarcat,l194292,filiarque,Nm,Nm,suf,Xat,NA,X,simple,des2as
r13433,filtrat,l194442,filtrer,Nm,V,conv,X,NA,X,simple,des2as
r13529,flaminat,l194999,flamine,Nm,Nm,suf,Xat,NA,X,simple,des2as
r13531,flaminicat,l195008,flaminique,Nm,Nf,suf,Xat,NA,X,simple,des2as
r13574,flicanat,l195481,flic,Nm,Nm,suf,Xanat,NA,X,simple,des2as
r13575,flicariat,l195481,flic,Nm,Nm,suf,Xariat,NA,X,simple,des2as
r13576,flicat,l195481,flic,Nm,Nm,suf,Xat,NA,X,simple,des2as
r13724,fonctionnairat,l196441,fonctionnaire,Nm,Nm,suf,Xat,NA,X,simple,des2as
r13726,fonctionnairiat,l196441,fonctionnaire,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r13728,fonctionnarat,l196441,fonctionnaire,Nm,Nm,suf,Xat,NA,X,simple,des2as
r13729,fonctionnariat,l196441,fonctionnaire,Nm,Nm,suf,Xat,NA,X,simple,des2as
r13734,fonctionnorat,l196441,fonctionnaire,Nm,Nm,suf,Xat,NA,X,accidentel,des2as
r13743,fondatoriat,l196485,fondateur,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r13805,format,l197098,formater,Nm,V,conv,X,conv,X,simple,NA
r13806,format,l197117,former,Nm,V,conv,X,NA,X,simple,des2as
r14034,franginat,l198772,frangin,Nm,Nm,suf,Xat,NA,X,simple,des2as
r14072,frelat,l199112,frelater,Nm,V,conv,X,conv,X,simple,NA
r14314,féat,l200966,fée,Nm,Nf,suf,Xat,NA,X,simple,des2as
r14338,féminariat,l193033,femme,Nm,Nf,suf,Xariat,NA,X,simple,des2as
r14339,féminat,l193033,femme,Nm,Nf,suf,Xat,NA,X,simple,des2as
r14467,gangstariat,l202403,gangster,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r14469,gangstérat,l202403,gangster,Nm,Nm,suf,Xat,NA,X,simple,des2as
r14470,gangstériat,l202403,gangster,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r14479,gaonat,l202485,gaon,Nm,Nm,suf,Xat,NA,X,simple,des2as
r14501,gardianat,l202691,gardien,Nm,Nm,suf,Xat,NA,X,simple,des2as
r14503,gardiennat,l202691,gardien,Nm,Nm,suf,Xat,NA,X,simple,des2as
r14556,gauchariat,l203237,gaucher,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r14584,gauleiterat,l203361,gauleiter,Nm,Nm,suf,Xat,NA,X,simple,des2as
r14624,geekariat,l203698,geek,Nm,Nm,suf,Xariat,NA,X,simple,des2as
r14661,gentlemanat,l204109,gentleman,Nm,Nm,suf,Xat,NA,X,simple,des2as
r14707,gestionnariat,l204523,gestionnaire,Nm,Nm,suf,Xat,NA,X,simple,des2as
r14780,gladiatorat,l205551,gladiateur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r14781,gladiatoriat,l205551,gladiateur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r14983,gonfaloniérat,l206889,gonfalonier,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15068,gourouat,l207691,gourou,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15078,gouvernariat,l207816,gouverneur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15081,gouvernatorat,l207816,gouverneur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15082,gouvernatoriat,l207816,gouverneur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15087,gouvernerat,l207816,gouverneur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15094,gouverneurat,l207816,gouverneur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15095,gouverneuriat,l207816,gouverneur,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r15097,gouvernorat,l207816,gouverneur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15098,gouvernoriat,l207816,gouverneur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15110,grabatariat,l207979,grabataire,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15145,grand chambellanat,l382985,grand chambellan,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15146,grand paternat,l208390,grand-père,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15147,grand pensionnariat,l382986,grand pensionnaire,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15148,grand vicariat,l382988,grand vicaire,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15149,grand-camériarat,l382984,grand camérier,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15150,grand-ducat,l208340,grand-duc,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15151,grand-principat,l208386,grand-prince,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15152,grand-pérat,l208390,grand-père,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15153,grand-rabbinat,l382987,grand rabbin,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15154,grand-vicairat,l382989,grand vicaire ,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15155,grand-vizirat,l382990,grand vizir,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15174,granulat,l208719,granuler,Nm,V,conv,X,NA,X,simple,des2as
r15184,graphiat,l156587,comte,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15185,graphiat,l208758,graphe,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r15502,grégariat,l210414,grégaire,Nm,Adj,suf,Xat,NA,X,simple,des2as
r15520,guardianat,l202691,gardien,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15522,gubernatorat,l207816,gouverneur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15523,gubernatoriat,l207816,gouverneur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15555,guignolat,l211051,guignol,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15619,gymnasiarchat,l211787,gymnasiarque,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15667,génitariat,l212235,génie,Nm,Nm,suf,Xariat,NA,X,simple,des2as
r15670,génitorat,l212264,géniteur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15677,généralat,l212338,général,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15678,généraliat,l212338,général,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r15680,généralissimat,l212350,généralissime,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15743,habitanat,l212881,habitant,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15744,habitat,l212886,habiter,Nm,V,conv,X,NA,X,simple,des2as
r15870,hebdomadariat,l214855,hebdomadaire,Nm,Adj,suf,Xat,NA,X,simple,des2as
r15873,heimatlosat,l214990,heimatlos,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15935,hetmanat,l215779,hetman,Nm,Nm,suf,Xat,NA,X,simple,des2as
r15952,higouménat,l216064,higoumène,Nm,Nm,suf,Xat,NA,X,simple,des2as
r16003,hiérodiaconat,l216584,hiérodiacre,Nm,Nm,suf,Xat,NA,X,simple,des2as
r16009,hiérophantat,l216625,hiérophante,Nm,Nm,suf,Xat,NA,X,simple,des2as
r16020,hollandat,l37872,Hollande,Nm,Npm,suf,Xat,NA,X,simple,des2as
r16053,homonymat,l217131,homonyme,Nm,Adj,suf,Xat,NA,X,simple,des2as
r16054,homonymat,l217132,homonyme,Nm,Nm,suf,Xat,NA,X,simple,des2as
r16084,honorariat,l383007,honoraire,Nm,Nm,suf,Xat,NA,X,simple,des2as
r16117,hospodarat,l217678,hospodar,Nm,Nm,suf,Xat,NA,X,simple,des2as
r16118,hospodariat,l217678,hospodar,Nm,Nm,suf,Xat,NA,X,simple,des2as
r16119,hospodorat,l217678,hospodar,Nm,Nm,suf,Xat,NA,X,simple,des2as
r16168,huissariat,l218290,huissier,Nm,Nm,suf,Xat,NA,X,simple,des2as
r16169,huisseriat,l218290,huissier,Nm,Nm,suf,Xat,NA,X,simple,des2as
r16397,hyènissariat,l220144,hyène,Nm,Nf,suf,Xissariat,NA,X,accidentel,des2as
r16476,héroïnat,l221007,héroïne,Nm,Nf,suf,Xat,NA,X,simple,des2as
r16482,héréditariat,l221027,héréditaire,Nm,Adj,suf,Xat,NA,X,simple,des2as
r16488,hétaïrat,l221078,hétaïre,Nm,Nf,suf,Xat,NA,X,simple,des2as
r16499,hétéronymat,l221223,hétéronyme,Nm,Adj,suf,Xat,NA,X,simple,des2as
r16500,hétéronymat,l221224,hétéronyme,Nm,Nm,suf,Xat,NA,X,simple,des2as
r16511,hôtessariat,l221341,hôtesse,Nm,Nf,suf,Xariat,NA,X,simple,des2as
r16605,illustrat,l222240,illustre,Nm,Nm,suf,Xat,NA,X,simple,des2as
r16632,imamat,l222357,imam,Nm,Nm,suf,Xat,NA,X,simple,des2as
r16633,imanat,l222360,iman,Nm,Nm,suf,Xat,NA,X,simple,des2as
r16743,imprésariat,l223049,imprésario,Nm,Nm,suf,Xat,NA,X,simple,des2as
r16750,impératorat,l223135,impérator,Nm,Nm,suf,Xat,NA,X,simple,des2as
r16751,impératoriat,l223135,impérator,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r16752,impératricat,l223140,impératrice,Nm,Nf,suf,Xat,NA,X,simple,des2as
r16753,impérialat,l184297,empereur,Nm,Nm,suf,Xalat,NA,X,motiv-sem,des2as
r16759,impétranat,l223168,impétrant,Nm,Nm,suf,Xat,NA,X,simple,des2as
r16774,incanat,l223441,inca,Nm,Nm,suf,Xat,NA,X,simple,des2as
r16831,incubat,l223906,incube,Nm,Nm,suf,Xat,NA,X,simple,des2as
r16858,indicatorat,l224023,indicateur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r16859,indicatoriat,l224023,indicateur,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r16868,indigénat,l224099,indigène,Nm,Nm,suf,Xat,NA,X,simple,des2as
r16890,infantat,l224651,infante,Nm,Nf,suf,Xat,NA,X,simple,des2as
r16896,infiltrat,l224716,infiltrer,Nm,V,conv,X,NA,X,simple,des2as
r16902,infirmariat,l224756,infirmier,Nm,Nm,suf,Xat,NA,X,simple,des2as
r16913,infirmiérat,l224756,infirmier,Nm,Nm,suf,Xat,NA,X,simple,des2as
r16914,infirmorat,l224756,infirmier,Nm,Nm,suf,Xat,NA,X,simple,des2as
r16959,ingénieurat,l225103,ingénieur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r16960,ingénieuriat,l225103,ingénieur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r16961,ingéniorat,l225103,ingénieur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r16962,ingénioriat,l225103,ingénieur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r16963,ingéniérat,l225103,ingénieur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17051,inspectorat,l225676,inspecteur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17052,inspectoriat,l225676,inspecteur,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r17096,institutorat,l225753,instituteur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17105,instructorat,l225772,instructeur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17106,instructoriat,l225772,instructeur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17119,insulariat,l225826,insulaire,Nm,Adj,suf,Xat,NA,X,simple,des2as
r17120,insulariat,l225828,insulaire,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17149,intellectuellariat,l225930,intellectuel,Nm,Nm,suf,Xariat,NA,X,simple,des2as
r17150,intellectuellat,l225930,intellectuel,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17213,intermittanat,l226253,intermittent,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17216,intermédariat,l226270,intermédiaire,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17217,intermédiairat,l226270,intermédiaire,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17218,intermédiairiat,l226270,intermédiaire,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17219,intermédiarat,l226270,intermédiaire,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17220,intermédiariat,l226270,intermédiaire,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17222,internat,l226305,interne,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17224,internautariat,l226298,internaute,Nm,Nm,suf,Xariat,NA,X,simple,des2as
r17225,internautat,l226298,internaute,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17228,internautorat,l226298,internaute,Nm,Nm,suf,Xorat,NA,X,simple,des2as
r17252,interprétariat,l226383,interprète,Nm,Nm,suf,Xariat,NA,X,simple,des2as
r17345,intérimariat,l226889,intérimaire,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17346,intérimat,l226886,intérim,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17450,isolat,l227985,isoler,Nm,V,conv,X,NA,X,simple,des2as
r17557,janissariat,l228965,janissaire,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17697,jospinat,l40004,Jospin,Nm,Npm,suf,Xat,NA,X,simple,des2as
r17714,jouorat,l230290,joueur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17730,jubilariat,l230526,jubilaire,Nm,Adj,suf,Xat,NA,X,simple,des2as
r17734,judicat,l230650,juge,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17739,judicatorat,l230650,juge,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17745,jugeariat,l230650,juge,Nm,Nm,suf,Xariat,NA,X,simple,des2as
r17770,juniorat,l229733,jeune,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17773,junioriat,l229733,jeune,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r17774,junioriat,l230930,junior,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r17789,juridicat,l230650,juge,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17809,juvénat,l229733,jeune,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17820,kaiserat,l231478,kaiser,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17824,kamikazat,l231599,kamikaze,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17825,kamikaziat,l231599,kamikaze,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r17827,kanat,l231622,kan,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17839,khalifat,l232224,khalife,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17840,khammessat,l232232,khammess,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17841,khanat,l232237,khan,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17843,khédivat,l232316,khédive,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17844,khédiviat,l232316,khédive,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r17930,lamanat,l234604,lamane,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17985,landgravat,l235127,landgrave,Nm,Nm,suf,Xat,NA,X,simple,des2as
r17986,landgraviat,l235127,landgrave,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r17988,landsassiat,l383045,landsasse,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r18020,lapidariat,l235791,lapidaire,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18035,larbinat,l235937,larbin,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18104,laïcat,l237151,laïc,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18108,leadariat,l237206,leader,Nm,Nm,suf,Xariat,NA,X,simple,des2as
r18109,leadariat,l237206,leader,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r18110,leaderariat,l237206,leader,Nm,Nm,suf,Xariat,NA,X,simple,des2as
r18111,leaderat,l237206,leader,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18112,leaderiat,l237206,leader,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r18113,leadeurat,l237206,leader,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18114,leadorat,l237206,leader,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18115,leadorat,l237206,leader,Nm,Nm,suf,Xorat,NA,X,simple,des2as
r18116,leadoriat,l237206,leader,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r18117,leadoriat,l237206,leader,Nm,Nm,suf,Xoriat,NA,X,simple,des2as
r18122,lecteurat,l237274,lecteur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18124,lectorat,l237274,lecteur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18125,lectoriat,l237274,lecteur,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r18213,libertinat,l92917,affranchi,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18218,librariat,l238479,libraire,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18426,locatariat,l240366,locataire,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18584,lupercat,l242948,luperque,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18674,légionnariat,l243836,légionnaire,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18703,lévirat,l382832,beau-frère +,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18705,lévitat,l244235,lévite,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18722,machinariat,l244559,machine,Nm,Nf,suf,Xariat,NA,X,simple,des2as
r18745,macmahonat,l383056,Mac Mahon,Nm,Npx,suf,Xat,NA,X,simple,des2as
r18788,magistrariat,l245138,magistrat,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18789,magistrat,l251603,maître,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18790,magistérat,l245133,magister,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18791,magistérat,l251603,maître,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18850,mairariat,l245783,maire,Nm,Nm,suf,Xariat,NA,X,simple,des2as
r18851,mairat,l245783,maire,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18854,majoralat,l245953,majoral,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18855,majorat,l113242,aîné,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18856,majorat,l245783,maire,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18859,majordomat,l245966,majordome,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18862,majoritariat,l245972,majoritaire,Nm,Adj,suf,Xat,NA,X,simple,des2as
r18906,mameloukat,l246854,mamelouk,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18907,mamelukat,l246859,mameluk,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18916,manageariat,l246950,manager,Nm,Nm,suf,Xariat,NA,X,simple,des2as
r18917,manageariat,l246950,manager,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r18919,manageorat,l246950,manager,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18920,managerat,l246950,manager,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18921,managérat,l246950,manager,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18922,managériat,l246950,manager,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r18929,mandarinat,l247102,mandarin,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18935,mandatariat,l247117,mandataire,Nm,Nm,suf,Xat,NA,X,simple,des2as
r18991,mannequinariat,l247518,mannequin,Nm,Nm,suf,Xariat,NA,X,simple,des2as
r18992,mannequinat,l247518,mannequin,Nm,Nm,suf,Xat,NA,X,simple,des2as
r19035,maquignonnat,l247924,maquignon,Nm,Nm,suf,Xat,NA,X,simple,des2as
r19044,maquisariat,l247939,maquisard,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r19097,marginaliat,l248646,marginal,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r19100,margoulinat,l248707,margoulin,Nm,Nm,suf,Xat,NA,X,simple,des2as
r19101,margravat,l248712,margrave,Nm,Nm,suf,Xat,NA,X,simple,des2as
r19102,margraviat,l248712,margrave,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r19130,marmitonnat,l249161,marmiton,Nm,Nm,suf,Xat,NA,X,simple,des2as
r19178,marquisanat,l249409,marquis,Nm,Nm,suf,Xanat,NA,X,simple,des2as
r19179,marquisat,l249409,marquis,Nm,Nm,suf,Xat,NA,X,simple,des2as
r19181,marquisiat,l249409,marquis,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r19183,marrainat,l249445,marraine,Nm,Nf,suf,Xat,NA,X,simple,des2as
r19189,marshallat,l383068,marshall,Nm,Nm,suf,Xat,NA,X,simple,des2as
r19205,martyrat,l249873,martyr,Nm,Nm,suf,Xat,NA,X,simple,des2as
r19206,martyriat,l249873,martyr,Nm,Nm,suf,Xiat,NA,X,simple,des2as
r19217,maréchalat,l249990,maréchal,Nm,Nm,suf,Xat,NA,X,simple,des2as
r19258,mastorat,l250425,master,Nm,Nm,suf,Xat,NA,X,simple,des2as
r19265,mastérat,l250425,master,Nm,Nm,suf,Xat,NA,X,simple,des2as
r19275,maternariat,l263549,mère,Nm,Nf,suf,Xariat,NA,X,simple,des2as
r19276,maternat,l263549,mère,Nm,Nf,suf,Xat,NA,X,simple,des2as
r19284,matignonat,l50761,Matignon,Nm,Npx,suf,Xat,NA,X,simple,des2as
r19290,matonnat,l250719,maton,Nm,Nm,suf,Xat,NA,X,simple,des2as
r19296,matriarcat,l250764,matriarche,Nm,Nf,suf,Xat,NA,X,simple,des2as
r19297,matriarchat,l250764,matriarche,Nm,Nf,suf,Xat,NA,X,simple,des2as
r19299,matriciat,l250767,matrice,Nm,Nf,suf,Xiat,NA,X,simple,des2as
r19304,matronat,l250799,matrone,Nm,Nf,suf,Xat,NA,X,simple,des2as
r19306,matronymat,l250804,matronyme,Nm,Nm,suf,Xat,NA,X,simple,des2as
r19334,mayorat,l251347,mayeur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r19349,maîtrisat,l251619,maîtrise,Nm,Nf,suf,Xat,NA,X,simple,des2as
r19353,maïorat,l251631,maïeur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r19355,mectorat,l251723,mec,Nm,Nm,suf,Xorat,NA,X,simple,des2as
r19361,membrariat,l252060,membre,Nm,Nm,suf,Xariat,NA,X,simple,des2as
r19367,menariat,l252186,meneur,Nm,Nm,suf,Xat,NA,X,simple,des2as
r19376,menorat,l252186,meneur,Nm,Nm,suf,Xat,NA,X,simple,des2as
