rid,graph_1,graph_2,cat_1,cat_2,type_cstr_1,cstr_1,type_cstr_2,cstr_2,complexite,orientation
r23860,possesseur,possesseuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r23861,possesseur,possessif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r23862,possesseur,possession,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r23864,possesseuse,possessif,Nf,Adj,suf,Xeuse,suf,Xif,simple,indirect
r23865,possesseuse,possession,Nf,Nf,suf,Xeuse,suf,Xion,simple,indirect
r23885,posticheur,posticheuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r23892,postillonnage,postillonneuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r23904,postulant,postulat,Nm,Nm,suf,Xant,suf,Xat,simple,indirect
r23906,postulateur,postulation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r23917,potassage,potasseur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r23932,potinage,potineur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r23933,potinage,potineuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r23936,potineur,potineuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r23953,poudrage,poudreuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r23973,poulet,poulariat,Nm,Nm,suf,Xet,suf,Xariat,simple,indirect
r23993,pourchasseur,pourchasseuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r24003,pourrissage,pourrissement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r24004,pourrissage,pourrisseur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r24005,pourrissage,pourrisseuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r24007,pourrissement,pourrisseur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r24008,pourrissement,pourrisseuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r24010,pourrisseur,pourrisseuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r24022,pourvoyeur,pourvoyeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r24025,poussage,poussement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r24027,poussage,pousseur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r24028,poussage,pousseuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r24031,poussement,pousseur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r24032,poussement,pousseuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r24034,pousseur,pousseuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r24035,pousseur,poussif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r24062,preneur,preneuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r24069,prescripteur,prescriptif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r24070,prescripteur,prescription,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24073,prescriptif,prescription,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r24077,pressage,presseur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r24082,presseur,pression,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24086,pressurage,pressuration,Nm,Nf,suf,Xage,suf,Xion,simple,indirect
r24088,pressurage,pressureur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r24090,pressuration,pressureur,Nf,Nm,suf,Xion,suf,Xeur,simple,indirect
r24102,prieur,priorat,Nm,Nm,suf,Xeur,suf,Xorat,simple,indirect
r24104,prieur,prieuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r24116,primicier,primiciat,Nm,Nm,suf,Xier,suf,Xiat,simple,indirect
r24121,primissier,primissariat,Nm,Nm,suf,Xier,suf,Xariat,simple,indirect
r24141,priseur,priseuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r24156,probabilisme,probabilité,Nm,Nf,suf,Xisme,suf,Xité,simple,indirect
r24157,probabiliste,probabilité,Nf,Nf,suf,Xiste,suf,Xité,simple,indirect
r24168,processeur,processif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r24169,processeur,procession,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24172,processif,procession,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r24182,proclamateur,proclamation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24183,proclamateur,proclamatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r24185,proclamation,proclamatrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r24197,procurateur,procuratorat,Nm,Nm,suf,Xeur,suf,Xorat,simple,indirect
r24198,procurateur,procuration,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24199,procurateur,procuratrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r24201,procurateur,procureur,Nm,Nm,suf,Xeur,suf,Xeur,simple,indirect
r24202,procurateur,procureuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r24203,procuration,procuratrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r24205,procuration,procureur,Nf,Nm,suf,Xion,suf,Xeur,simple,indirect
r24206,procuration,procureuse,Nf,Nf,suf,Xion,suf,Xeuse,simple,indirect
r24211,procuratrice,procureur,Nf,Nm,suf,Xrice,suf,Xeur,simple,indirect
r24212,procuratrice,procureuse,Nf,Nf,suf,Xrice,suf,Xeuse,simple,indirect
r24213,procureur,procurette,Nm,Nf,suf,Xeur,suf,Xette,simple,indirect
r24215,procureur,procureuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r24220,producteur,productariat,Nm,Nm,suf,Xeur,suf,Xariat,simple,indirect
r24221,producteur,productorat,Nm,Nm,suf,Xeur,suf,Xorat,simple,indirect
r24222,producteur,productoriat,Nm,Nm,suf,Xeur,suf,Xoriat,simple,indirect
r24223,producteur,productif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r24224,producteur,production,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24225,producteur,productrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r24228,productif,productrice,Adj,Nf,suf,Xif,suf,Xrice,simple,indirect
r24229,production,productrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r24235,profanateur,profanation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24236,profanateur,profanatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r24238,profanation,profanatrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r24245,professeur,professariat,Nm,Nm,suf,Xeur,suf,Xariat,simple,indirect
r24246,professeur,professorat,Nm,Nm,suf,Xeur,suf,Xorat,simple,indirect
r24247,professeur,professoriat,Nm,Nm,suf,Xeur,suf,Xoriat,simple,indirect
r24248,professeur,professette,Nm,Nf,suf,Xeur,suf,Xette,simple,indirect
r24250,professeur,professeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r24251,professeur,profession,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24256,professeuse,profession,Nf,Nf,suf,Xeuse,suf,Xion,simple,indirect
r24265,profilage,profileur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r24271,profiteur,profitariat,Nm,Nm,suf,Xeur,suf,Xariat,simple,indirect
r24272,profiteur,profitorat,Nm,Nm,suf,Xeur,suf,Xorat,simple,indirect
r24274,profiteur,profiteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r24281,programmateur,programmation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24282,programmateur,programmatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r24284,programmateur,programmeur,Nm,Nm,suf,Xeur,suf,Xeur,simple,indirect
r24285,programmation,programmatrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r24287,programmation,programmeur,Nf,Nm,suf,Xion,suf,Xeur,simple,indirect
r24290,programmatrice,programmeur,Nf,Nm,suf,Xrice,suf,Xeur,simple,indirect
r24297,progressif,progression,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r24301,projecteur,projectif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r24302,projecteur,projection,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24309,projeteur,projetariat,Nm,Nm,suf,Xeur,suf,Xariat,simple,indirect
r24314,prolifératif,prolifération,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r24317,prolongateur,prolongation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24332,promeneur,promeneuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r24337,promoteur,promotorat,Nm,Nm,suf,Xeur,suf,Xorat,simple,indirect
r24338,promoteur,promotoriat,Nm,Nm,suf,Xeur,suf,Xoriat,simple,indirect
r24339,promoteur,promotion,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24347,promulgateur,promulgation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24354,prononciateur,prononciation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24358,pronostication,pronostiqueur,Nf,Nm,suf,Xion,suf,Xeur,simple,indirect
r24359,pronostication,pronostiqueuse,Nf,Nf,suf,Xion,suf,Xeuse,simple,indirect
r24362,pronostiqueur,pronostiqueuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r24371,propagateur,propagation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24372,propagateur,propagatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r24396,propriocepteur,proprioceptif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r24398,proprioceptif,proprioception,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r24403,propulseur,propulsif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r24410,prorogatif,prorogation,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r24415,proscripteur,proscription,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24418,prosecteur,prosectorat,Nm,Nm,suf,Xeur,suf,Xorat,simple,indirect
r24427,prospecteur,prospectoriat,Nm,Nm,suf,Xeur,suf,Xoriat,simple,indirect
r24429,prospecteur,prospectif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r24430,prospecteur,prospection,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24431,prospecteur,prospectrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r24433,prospectif,prospection,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r24434,prospectif,prospectrice,Adj,Nf,suf,Xif,suf,Xrice,simple,indirect
r24436,prospection,prospectrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r24445,prostituteur,prostitution,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24455,protecteur,protectorat,Nm,Nm,suf,Xeur,suf,Xorat,simple,indirect
r24456,protecteur,protectif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r24457,protecteur,protection,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24458,protecteur,protectrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r24461,protectif,protection,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r24462,protectif,protectrice,Adj,Nf,suf,Xif,suf,Xrice,simple,indirect
r24463,protection,protectrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r24469,protestataire,protestation,Adj,Nf,suf,Xaire,suf,Xion,simple,indirect
r24504,provignage,provignement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r24512,proviseur,provisorat,Nm,Nm,suf,Xeur,suf,Xorat,simple,indirect
r24513,proviseur,provision,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24519,provocateur,provocation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24520,provocateur,provocatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r24522,provocation,provocatrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r24526,provéditeur,provéditorat,Nm,Nm,suf,Xeur,suf,Xorat,simple,indirect
r24541,prunier,prunaie,Nm,Nf,suf,Xier,suf,Xaie,simple,indirect
r24553,préadaptatif,préadaptation,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r24567,prébendier,prébendat,Nm,Nm,suf,Xier,suf,Xat,simple,indirect
r24571,précepteur,préceptorat,Nm,Nm,suf,Xeur,suf,Xorat,simple,indirect
r24572,précepteur,préceptoriat,Nm,Nm,suf,Xeur,suf,Xoriat,simple,indirect
r24573,précepteur,préception,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24578,préchauffage,préchauffeur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r24593,préconisateur,préconisation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24595,préconisateur,préconiseur,Nm,Nm,suf,Xeur,suf,Xeur,simple,indirect
r24597,préconisation,préconiseur,Nf,Nm,suf,Xion,suf,Xeur,simple,indirect
r24602,précédeur,précédeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r24604,prédateur,prédatoriat,Nm,Nm,suf,Xeur,suf,Xoriat,simple,indirect
r24606,prédateur,prédatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r24614,prédicateur,prédicatorat,Nm,Nm,suf,Xeur,suf,Xorat,simple,indirect
r24615,prédicateur,prédicatif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r24616,prédicateur,prédication,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24619,prédicatif,prédication,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r24639,préencollage,préencolleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r24640,préencollage,préencolleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r24642,préencolleur,préencolleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r24651,préfigurateur,préfiguratif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r24652,préfigurateur,préfiguration,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24653,préfigurateur,préfiguratrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r24656,préfiguratif,préfiguration,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r24657,préfiguratif,préfiguratrice,Adj,Nf,suf,Xif,suf,Xrice,simple,indirect
r24659,préfiguration,préfiguratrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r24705,préparateur,préparatorat,Nm,Nm,suf,Xeur,suf,Xorat,simple,indirect
r24706,préparateur,préparation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24707,préparateur,préparatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r24710,préparation,préparatrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r24718,prépositif,préposition,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r24731,présentateur,présentatif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r24732,présentateur,présentation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24733,présentateur,présentatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r24736,présentatif,présentation,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r24737,présentatif,présentatrice,Adj,Nf,suf,Xif,suf,Xrice,simple,indirect
r24739,présentation,présentatrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r24743,préservateur,préservatif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r24744,préservateur,préservation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24745,préservateur,préservatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r24748,préservatif,préservatrice,Adj,Nf,suf,Xif,suf,Xrice,simple,indirect
r24749,préservation,préservatrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r24767,présélecteur,présélection,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24769,présélectif,présélection,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r24776,préteur,prétorat,Nm,Nm,suf,Xeur,suf,Xorat,simple,indirect
r24777,préteur,prétoriat,Nm,Nm,suf,Xeur,suf,Xoriat,simple,indirect
r24784,prévaricateur,prévarication,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24785,prévaricateur,prévaricatrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r24787,prévarication,prévaricatrice,Nf,Nf,suf,Xion,suf,Xrice,simple,indirect
r24807,prêteur,prêteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r24811,prônage,prôneur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r24812,prônage,prôneuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r24815,prôneur,prôneuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r24888,publicateur,publication,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24900,puddlage,puddleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r24905,puisage,puiseur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r24906,puisage,puiseuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r24911,puiseur,puiseuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r24916,pullulation,pullulement,Nf,Nm,suf,Xion,suf,Xment,simple,indirect
r24928,pulsateur,pulsatif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r24930,pulsateur,pulseur,Nm,Nm,suf,Xeur,suf,Xeur,simple,indirect
r24933,pulsation,pulseur,Nf,Nm,suf,Xion,suf,Xeur,simple,indirect
r24938,pulvérisateur,pulvérisation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24940,pulvérisateur,pulvériseur,Nm,Nm,suf,Xeur,suf,Xeur,simple,indirect
r24942,pulvérisation,pulvériseur,Nf,Nm,suf,Xion,suf,Xeur,simple,indirect
r24949,punisseur,punisseuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r24966,purgeage,purgeur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r24967,purgeage,purgeuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r24970,purgeur,purgeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r24972,purificateur,purificatif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r24973,purificateur,purification,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r24976,purificatif,purification,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r25037,pâturage,paturette,Nm,Nf,suf,Xage,suf,Xette,simple,indirect
r25061,pédalage,pédalement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r25063,pédalage,pédaleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r25064,pédalage,pédaleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r25067,pédalement,pédaleur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r25068,pédalement,pédaleuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r25072,pédaleur,pédaleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r25076,pédanterie,pédantiser,Nf,V,suf,Xerie,suf,Xiser,simple,indirect
r25106,péjoratif,péjoration,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r25126,pénétratif,pénétration,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r25164,péroreur,péroreuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r25181,pétement,péteur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r25182,pétement,péteuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r25184,péteur,péteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r25197,pétrissage,pétrissement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r25198,pétrissage,pétrisseur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r25199,pétrissage,pétrisseuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r25201,pétrissement,pétrisseur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r25202,pétrissement,pétrisseuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r25204,pétrisseur,pétrisseuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r25216,pétroleur,pétroleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r25218,pétrolier,pétrolariat,Nm,Nm,suf,Xier,suf,Xariat,simple,indirect
r25230,pêcheur,péchorat,Nm,Nm,suf,Xeur,suf,Xorat,simple,indirect
r25232,pêcheur,pêcheuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r25235,quadragénaire,quadragénat,Adj,Nm,suf,Xaire,suf,Xat,simple,indirect
r25237,quadragénaire,quadragennat,Nm,Nm,suf,Xaire,suf,Xat,simple,indirect
r25238,quadragénaire,quadragénat,Nm,Nm,suf,Xaire,suf,Xat,simple,indirect
r25245,quadrateur,quadratrice,Nm,Nf,suf,Xeur,suf,Xrice,simple,indirect
r25267,qualificateur,qualificatif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r25268,qualificateur,qualification,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r25271,qualificatif,qualification,Adj,Nf,suf,Xif,suf,Xion,simple,indirect
r25273,quantificateur,quantification,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r25309,querelleur,querelleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r25312,questeur,questorat,Nm,Nm,suf,Xeur,suf,Xorat,simple,indirect
r25316,questionnement,questionneur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r25317,questionnement,questionneuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r25321,questionneur,questionneuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r25342,quinquagénaire,quinquagénat,Nm,Nm,suf,Xaire,suf,Xat,simple,indirect
r25365,quémandage,quémandeur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r25366,quémandage,quémandeuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r25370,quémandeur,quémandeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r25377,quêteur,quêteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r25386,rabattage,rabattement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r25387,rabattage,rabatteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r25388,rabattage,rabatteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r25390,rabattement,rabatteur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r25391,rabattement,rabatteuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r25393,rabatteur,rabatteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r25402,rabiotage,rabioteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r25406,rabotage,raboteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r25407,rabotage,raboteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r25410,raboteur,raboteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r25414,rabouillage,rabouilleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r25415,rabouillage,rabouilleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r25417,rabouilleur,rabouilleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r25425,rabrouement,rabroueur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r25428,rabâchage,rabâchement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r25430,rabâchage,rabâcheur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r25431,rabâchage,rabâcheuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r25433,rabâchement,rabâcheur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r25434,rabâchement,rabâcheuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r25437,rabâcheur,rabâcheuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r25443,raccommodage,raccommodement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r25445,raccommodage,raccommodeur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r25446,raccommodage,raccommodeuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r25449,raccommodement,raccommodeur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r25450,raccommodement,raccommodeuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r25452,raccommodeur,raccommodeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r25461,raccoutrage,raccoutreur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r25462,raccoutrage,raccoutreuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r25464,raccoutreur,raccoutreuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r25468,raccrochage,raccrochement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r25470,raccrochage,raccrocheuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r25472,raccrochement,raccrocheuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r25475,raceur,raceuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r25481,racheteur,racheteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r25486,racinage,racinement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r25497,raclage,raclement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
r25499,raclage,racleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r25500,raclage,racleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r25503,raclement,racleur,Nm,Nm,suf,Xment,suf,Xeur,simple,indirect
r25504,raclement,racleuse,Nm,Nf,suf,Xment,suf,Xeuse,simple,indirect
r25506,racleur,racleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r25510,racolage,racoleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r25511,racolage,racoleuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r25513,racoleur,racoleuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r25516,racontage,raconteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r25517,racontage,raconteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r25521,raconteur,raconteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r25528,radelage,radeleur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r25531,radeur,radeuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r25534,radiateur,radiatif,Nm,Adj,suf,Xeur,suf,Xif,simple,indirect
r25535,radiateur,radiation,Nm,Nf,suf,Xeur,suf,Xion,simple,indirect
r25589,radotage,radoteur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r25590,radotage,radoteuse,Nm,Nf,suf,Xage,suf,Xeuse,simple,indirect
r25593,radoteur,radoteuse,Nm,Nf,suf,Xeur,suf,Xeuse,simple,indirect
r25599,radoubage,radoubeur,Nm,Nm,suf,Xage,suf,Xeur,simple,indirect
r25605,raffinage,raffinement,Nm,Nm,suf,Xage,suf,Xment,simple,indirect
