rid,lid_1,graph_1,lid_2,graph_2,cat_1,cat_2,type_cstr_1,cstr_1,type_cstr_2,cstr_2,complexite,orientation
r27403,l318495,rueller,l318494,ruelle,V,Nf,conv,X,NA,X,simple,des2as
r27438,l318792,rupturer,l318791,rupture,V,Nf,conv,X,NA,X,simple,des2as
r27511,l319268,réactionner,l319260,réaction,V,Nf,conv,X,NA,X,simple,des2as
r27555,l319800,rébellionner,l319796,rébellion,V,Nf,conv,X,NA,X,simple,des2as
r27569,l319841,réceptionner,l319838,réception,V,Nf,conv,X,NA,X,simple,des2as
r27703,l320596,réfectionner,l320595,réfection,V,Nf,conv,X,NA,X,simple,des2as
r27709,l320615,réflexionner,l320613,réflexion,V,Nf,conv,X,NA,X,simple,des2as
r27752,l320703,référencer,l320701,référence,V,Nf,conv,X,NA,X,simple,des2as
r27970,l321625,réquisitionner,l321620,réquisition,V,Nf,conv,X,NA,X,simple,des2as
r28051,l321923,rétreindre,l321925,rétreinte,V,Nf,conv,X,conv,X,simple,NA
r28089,l322086,réussir,l322090,réussite,V,Nf,conv,X,conv,X,simple,NA
r28126,l322196,révolutionner,l322180,révolution,V,Nf,conv,X,NA,X,simple,des2as
r28222,l322765,saccader,l322763,saccade,V,Nf,conv,X,NA,X,simple,des2as
r28301,l327176,salarier,l327178,salarisation,V,Nf,conv,X,suf,Xion,complexe,NA
r28375,l328188,sanctionner,l328182,sanction,V,Nf,conv,X,NA,X,simple,des2as
r28651,l331354,scléroser,l331352,sclérose,V,Nf,conv,X,NA,X,simple,des2as
r28710,l331848,secouer,l331863,secousse,V,Nf,conv,X,conv,X,simple,NA
r28738,l331914,sectionner,l331906,section,V,Nf,conv,X,NA,X,simple,des2as
r28996,l334695,silicater,l334696,silicatisation,V,Nf,conv,X,suf,Xion,complexe,NA
r29066,l335387,sismographier,l335386,sismographie,V,Nf,conv,X,NA,X,simple,des2as
r29295,l337395,sottiser,l337394,sottise,V,Nf,conv,X,NA,X,simple,des2as
r29384,l337912,soumissionner,l337906,soumission,V,Nf,conv,X,NA,X,simple,des2as
r29644,l340240,stationner,l340229,station,V,Nf,conv,X,NA,X,simple,des2as
r29744,l341049,structurer,l341046,structure,V,Nf,conv,X,NA,X,simple,des2as
r29765,l341296,sténographier,l341295,sténographie,V,Nf,conv,X,NA,X,simple,des2as
r29807,l341539,subdivisionner,l341537,subdivision,V,Nf,conv,X,NA,X,simple,des2as
r29858,l341839,subventionner,l341832,subvention,V,Nf,conv,X,NA,X,simple,des2as
r29903,l342154,suggestionner,l342153,suggestion,V,Nf,conv,X,NA,X,simple,des2as
r30106,l343279,surfacer,l343278,surface,V,Nf,conv,X,NA,X,simple,des2as
r30135,l343397,surimpressionner,l343396,surimpression,V,Nf,conv,X,NA,X,simple,des2as
r30206,l343798,surtondre,l343799,surtonte,V,Nf,conv,X,conv,X,simple,NA
r30212,l343830,survendre,l343832,survente,V,Nf,conv,X,conv,X,simple,NA
r30264,l344087,suturer,l344086,suture,V,Nf,conv,X,NA,X,simple,des2as
r30284,l344284,syllaber,l344289,syllabisation,V,Nf,conv,X,suf,Xion,complexe,NA
r30338,l344609,syndiquer,l344590,syndicalisation,V,Nf,conv,X,suf,Xion,complexe,NA
r30430,l345261,sélectionner,l345257,sélection,V,Nf,conv,X,NA,X,simple,des2as
r30525,l346134,tabouer,l346135,tabouisation,V,Nf,conv,X,suf,Xion,complexe,NA
r30558,l346414,taillader,l346413,taillade,V,Nf,conv,X,NA,X,simple,des2as
r30739,l347499,tarifer,l347501,tarification,V,Nf,conv,X,suf,Xion,complexe,NA
r30754,l347654,tartiner,l347653,tartine,V,Nf,conv,X,NA,X,simple,des2as
r30840,l348537,teinter,l348534,teinte,V,Nf,conv,X,NA,X,simple,des2as
r30843,l348542,teinturer,l348540,teinture,V,Nf,conv,X,NA,X,simple,des2as
r30890,l348737,tendre,l348836,tente,V,Nf,conv,X,conv,X,simple,NA
r30904,l348815,tensionner,l348811,tension,V,Nf,conv,X,NA,X,simple,des2as
r30941,l349076,terrasser,l349074,terrasse,V,Nf,conv,X,NA,X,simple,des2as
r31004,l349831,thermostater,l349834,thermostatisation,V,Nf,conv,X,suf,Xion,complexe,NA
r31143,l351713,tirasser,l351712,tirasse,V,Nf,conv,X,NA,X,simple,des2as
r31213,l352139,toiletter,l352138,toilette,V,Nf,conv,X,NA,X,simple,des2as
r31260,l352374,tondre,l352503,tonte,V,Nf,conv,X,conv,X,simple,NA
r31324,l352830,torsader,l352829,torsade,V,Nf,conv,X,NA,X,simple,des2as
r31330,l352842,torsionner,l352840,torsion,V,Nf,conv,X,NA,X,simple,des2as
r31344,l352925,torturer,l352924,torture,V,Nf,conv,X,NA,X,simple,des2as
r31449,l353674,tousser,l353787,toux,V,Nf,conv,X,conv,X,simple,NA
r31503,l354010,tractionner,l354004,traction,V,Nf,conv,X,NA,X,simple,des2as
r31537,l354167,traire,l354176,traite,V,Nf,conv,X,conv,X,simple,NA
r31756,l355211,trembloter,l355215,tremblotte,V,Nf,conv,X,conv,X,simple,NA
r31951,l356440,triturer,l356438,triture,V,Nf,conv,X,NA,X,simple,des2as
r31972,l356712,trompeter,l356714,trompette,V,Nf,conv,X,NA,X,simple,des2as
r32055,l357125,trueller,l357127,truellisation,V,Nf,conv,X,suf,Xion,complexe,NA
r32240,l358755,typographier,l358754,typographie,V,Nf,conv,X,NA,X,simple,des2as
r32285,l359050,télécopier,l359049,télécopie,V,Nf,conv,X,NA,X,simple,des2as
r32479,l361188,usurer,l361187,usure,V,Nf,conv,X,NA,X,simple,des2as
r32633,l363045,varianter,l363043,variante,V,Nf,conv,X,NA,X,simple,des2as
r32684,l363840,veinuler,l363839,veinule,V,Nf,conv,X,NA,X,simple,des2as
r32710,l364125,vendre,l364238,vente,V,Nf,conv,X,conv,X,simple,NA
r32767,l364590,vergeter,l364596,vergette,V,Nf,conv,X,NA,X,simple,des2as
r32908,l365984,vidanger,l365982,vidange,V,Nf,conv,X,NA,X,simple,des2as
r32987,l368124,violenter,l368122,violence,V,Nf,conv,X,NA,X,simple,des2as
r33053,l368548,visionner,l368538,vision,V,Nf,conv,X,NA,X,simple,des2as
r33167,l369259,voiturer,l369248,voiture,V,Nf,conv,X,NA,X,simple,des2as
r33587,l375513,ébullitionner,l375512,ébullition,V,Nf,conv,X,NA,X,simple,des2as
r33911,l376907,éditionner,l376906,édition,V,Nf,conv,X,NA,X,simple,des2as
r34053,l377586,électrolyser,l377585,électrolyse,V,Nf,conv,X,NA,X,simple,des2as
r34067,l377646,électroponcturer,l377645,électroponcture,V,Nf,conv,X,NA,X,simple,des2as
r34129,l378001,émailler,l378002,émaillerie,V,Nf,conv,X,suf,Xerie,simple,NA
r34180,l378224,émotionner,l378214,émotion,V,Nf,conv,X,NA,X,simple,des2as
r34433,l379361,épithéter,l379363,épithétisation,V,Nf,conv,X,suf,Xion,complexe,NA
r34731,l380738,étreindre,l380739,étreinte,V,Nf,conv,X,conv,X,simple,NA
r36324,l89733,ablutionner,l89732,ablution,V,Nf,conv,X,NA,X,simple,des2as
r36498,l90578,accolader,l90577,accolade,V,Nf,conv,X,NA,X,simple,des2as
r36742,l91789,acupuncturer,l91788,acupuncture,V,Nf,conv,X,NA,X,simple,des2as
r36755,l91897,acétyler,l91899,acétylisation,V,Nf,conv,X,suf,Xion,complexe,NA
r36773,l92031,additionner,l92026,addition,V,Nf,conv,X,NA,X,simple,des2as
r36945,l92728,affectionner,l92727,affection,V,Nf,conv,X,NA,X,simple,des2as
r37206,l94183,aiguilleter,l94186,aiguillette,V,Nf,conv,X,NA,X,simple,des2as
r37423,l96197,allusionner,l96195,allusion,V,Nf,conv,X,NA,X,simple,des2as
r37428,l96211,alluvionner,l96207,alluvion,V,Nf,conv,X,NA,X,simple,des2as
r37720,l98545,analyser,l98544,analyse,V,Nf,conv,X,NA,X,simple,des2as
r37766,l99268,anesthésier,l99267,anesthésie,V,Nf,conv,X,NA,X,simple,des2as
r37814,l99896,animer,l375139,âme,V,Nf,conv,X,NA,X,simple,des2as
r51010,l218788,hydrater,l183023,eau,V,Nf,conv,X,NA,X,motiv-sem,des2as
r57387,l264398,méliniter,l264397,mélinite,V,Nf,conv,X,NA,X,simple,des2as
r59177,l279112,panclastiter,l279111,panclastite,V,Nf,conv,X,NA,X,simple,des2as
r70617,l99896,animer,l375139,âme,V,Nf,conv,X,NA,X,motiv-sem,des2as
r11021,l183309,effeuiller,l183310,effeuilles,V,Nfp,conv,X,conv,X,simple,NA
r242,l101383,antidoter,l101382,antidote,V,Nm,conv,X,NA,X,simple,des2as
r665,l103236,appareiller,l103231,appareil,V,Nm,conv,X,NA,X,simple,des2as
r802,l104115,arbitrager,l104114,arbitrage,V,Nm,conv,X,NA,X,simple,des2as
r818,l104213,arbreter,l104212,arbret,V,Nm,conv,X,NA,X,simple,des2as
r825,l104255,arc-bouter,l104253,arc-boutant,V,Nm,conv,X,NA,X,simple,des2as
r879,l104857,arer,l104825,are,V,Nm,conv,X,conv,X,simple,NA
r921,l105162,argumenter,l105151,argument,V,Nm,conv,X,NA,X,simple,des2as
r1142,l107225,assaillir,l107269,assaut,V,Nm,conv,X,conv,X,simple,NA
r1640,l112379,avionner,l112373,avion,V,Nm,conv,X,NA,X,simple,des2as
r1755,l113560,bachoter,l113555,bachot,V,Nm,conv,X,NA,X,simple,des2as
r1805,l113972,bagotter,l113966,bagot,V,Nm,conv,X,NA,X,simple,des2as
r1828,l114135,baigner,l114260,bain,V,Nm,conv,X,conv,X,simple,NA
r1929,l114828,ballonner,l114808,ballon,V,Nm,conv,X,NA,X,simple,des2as
r2035,l115589,baqueter,l115587,baquet,V,Nm,conv,X,NA,X,simple,des2as
r2153,l116556,barrir,l116563,barrit,V,Nm,conv,X,conv,X,simple,NA
r2164,l116746,barytonner,l116739,baryton,V,Nm,conv,X,NA,X,simple,des2as
r2211,l117361,bastonner,l134130,bâton,V,Nm,conv,X,NA,X,simple,des2as
r2263,l117859,bavarder,l117855,bavard,V,Nm,conv,X,NA,X,simple,des2as
r2420,l121602,bichonner,l121599,bichon,V,Nm,conv,X,NA,X,simple,des2as
r2455,l122088,bigophoner,l122087,bigophone,V,Nm,conv,X,NA,X,simple,des2as
r2468,l122285,billarder,l122283,billard,V,Nm,conv,X,NA,X,simple,des2as
r2477,l122357,billonner,l122354,billon,V,Nm,conv,X,NA,X,simple,des2as
r2534,l122936,biper,l122908,bip,V,Nm,conv,X,NA,X,simple,des2as
r2538,l122983,biqueter,l122982,biquet,V,Nm,conv,X,NA,X,simple,des2as
r2592,l123618,blablater,l123615,blabla,V,Nm,conv,X,NA,X,simple,des2as
r2776,l125791,bondonner,l125787,bondon,V,Nm,conv,X,NA,X,simple,des2as
r2785,l125863,bonimenter,l125862,boniment,V,Nm,conv,X,NA,X,simple,des2as
r2908,l127047,bouchonner,l127041,bouchon,V,Nm,conv,X,NA,X,simple,des2as
r2989,l127512,bouillonner,l127503,bouillon,V,Nm,conv,X,NA,X,simple,des2as
r3029,l127776,boulonner,l127770,boulon,V,Nm,conv,X,NA,X,simple,des2as
r3032,l127809,boumer,l127808,boum,V,Nm,conv,X,NA,X,simple,des2as
r3082,l128412,bourreler,l128408,bourreau,V,Nm,conv,X,NA,X,simple,des2as
r3152,l128840,boutonner,l128830,bouton,V,Nm,conv,X,NA,X,simple,des2as
r3162,l128906,bouveter,l128904,bouvet,V,Nm,conv,X,NA,X,simple,des2as
r3322,l130504,breveter,l130496,brevet,V,Nm,conv,X,NA,X,simple,des2as
r3358,l130819,brillanter,l130817,brillant,V,Nm,conv,X,NA,X,simple,des2as
r3472,l131670,brouillonner,l131668,brouillon,V,Nm,conv,X,NA,X,simple,des2as
r3673,l134073,bâillonner,l134071,bâillon,V,Nm,conv,X,NA,X,simple,des2as
r3699,l134136,bâtonner,l134130,bâton,V,Nm,conv,X,NA,X,simple,des2as
r3716,l134289,bécoter,l134286,bécot,V,Nm,conv,X,NA,X,simple,des2as
r3806,l135157,bûcheronner,l135153,bûcheron,V,Nm,conv,X,NA,X,simple,des2as
r4094,l137548,camionner,l137543,camion,V,Nm,conv,X,NA,X,simple,des2as
r4142,l138130,canarder,l138126,canard,V,Nm,conv,X,NA,X,simple,des2as
r4316,l139436,capuchonner,l139432,capuchon,V,Nm,conv,X,NA,X,simple,des2as
r4368,l139767,carbonater,l139765,carbonate,V,Nm,conv,X,NA,X,simple,des2as
r4381,l139835,carburer,l139834,carbure,V,Nm,conv,X,NA,X,simple,des2as
r4458,l140688,carreler,l140682,carreau,V,Nm,conv,X,NA,X,simple,des2as
r4490,l140883,cartonner,l140878,carton,V,Nm,conv,X,NA,X,simple,des2as
r4540,l141234,casse-croûter,l141233,casse-croûte,V,Nm,conv,X,NA,X,simple,des2as
r4576,l142211,cataloguer,l142209,catalogue,V,Nm,conv,X,NA,X,simple,des2as
r4685,l143334,ceinturonner,l143333,ceinturon,V,Nm,conv,X,NA,X,simple,des2as
r4927,l146237,chaperonner,l146234,chaperon,V,Nm,conv,X,NA,X,simple,des2as
r5022,l146863,charronner,l146856,charron,V,Nm,conv,X,NA,X,simple,des2as
r5048,l147279,chatonner,l147272,chaton,V,Nm,conv,X,NA,X,simple,des2as
r5161,l148631,chevreauter,l148630,chevreau,V,Nm,conv,X,NA,X,simple,des2as
r5199,l149038,chiffonner,l149033,chiffon,V,Nm,conv,X,NA,X,simple,des2as
r5225,l149252,chinoiser,l149250,chinois,V,Nm,conv,X,NA,X,simple,des2as
r5254,l149648,chloroformer,l149647,chloroforme,V,Nm,conv,X,NA,X,simple,des2as
r5261,l149710,chlorurer,l149709,chlorure,V,Nm,conv,X,NA,X,simple,des2as
r5267,l149784,choisir,l149797,choix,V,Nm,conv,X,conv,X,simple,NA
r5297,l150082,chouchouter,l150077,chouchou,V,Nm,conv,X,NA,X,simple,des2as
r5350,l150423,chronométrer,l150420,chronomètre,V,Nm,conv,X,NA,X,simple,des2as
r5495,l151820,circuler,l143841,cercle,V,Nm,conv,X,NA,X,simple,des2as
r5576,l152346,claironner,l152342,clairon,V,Nm,conv,X,NA,X,simple,des2as
r5657,l152830,clayonner,l152827,clayon,V,Nm,conv,X,NA,X,simple,des2as
r5958,l155007,colleter,l155004,collet,V,Nm,conv,X,NA,X,simple,des2as
r6194,l156281,complexer,l156278,complexe,V,Nm,conv,X,NA,X,simple,des2as
r6351,l156915,concourir,l156918,concours,V,Nm,conv,X,conv,X,simple,NA
r6791,l158598,contre-calquer,l158597,contre-calque,V,Nm,conv,X,NA,X,simple,des2as
r6799,l158957,contrecarrer,l158955,contrecarre,V,Nm,conv,X,NA,X,simple,des2as
r6828,l159123,contreventer,l159121,contrevent,V,Nm,conv,X,NA,X,simple,des2as
r6992,l160155,cordonner,l160147,cordon,V,Nm,conv,X,NA,X,simple,des2as
r7098,l160890,corseter,l160888,corset,V,Nm,conv,X,NA,X,simple,des2as
r7145,l161417,cotillonner,l161416,cotillon,V,Nm,conv,X,NA,X,simple,des2as
r7158,l161554,couaquer,l161548,couac,V,Nm,conv,X,NA,X,simple,des2as
r7172,l161652,coucouer,l161650,coucou,V,Nm,conv,X,NA,X,simple,des2as
r7191,l161860,couillonner,l161854,couillon,V,Nm,conv,X,NA,X,simple,des2as
r7241,l162175,coupleter,l162174,couplet,V,Nm,conv,X,NA,X,simple,des2as
r7268,l162471,courir,l162627,cours,V,Nm,conv,X,conv,X,simple,NA
r7277,l162621,courroucer,l162623,courroux,V,Nm,conv,X,conv,X,simple,NA
r7287,l162684,court-bouillonner,l162683,court-bouillon,V,Nm,conv,X,NA,X,simple,des2as
r7289,l162688,court-circuiter,l162686,court-circuit,V,Nm,conv,X,NA,X,simple,des2as
r7362,l163484,crachiner,l163483,crachin,V,Nm,conv,X,NA,X,simple,des2as
r7448,l163984,crayonner,l163981,crayon,V,Nm,conv,X,NA,X,simple,des2as
r7529,l164636,crocheter,l164633,crochet,V,Nm,conv,X,NA,X,simple,des2as
r7571,l165095,croupionner,l165092,croupion,V,Nm,conv,X,NA,X,simple,des2as
r7582,l165208,croûtonner,l165206,croûton,V,Nm,conv,X,NA,X,simple,des2as
r7724,l166596,culotter,l166591,culot,V,Nm,conv,X,NA,X,simple,des2as
r7791,l167394,cyanurer,l167393,cyanure,V,Nm,conv,X,NA,X,simple,des2as
r7795,l167521,cycler,l167518,cycle,V,Nm,conv,X,conv,X,simple,NA
r7940,l168931,daguerréotyper,l168930,daguerréotype,V,Nm,conv,X,NA,X,simple,des2as
r8177,l171373,diagnostiquer,l171364,diagnostic,V,Nm,conv,X,NA,X,simple,des2as
r8190,l171442,dialoguer,l171441,dialogue,V,Nm,conv,X,NA,X,simple,des2as
r8308,l172429,dindonner,l172425,dindon,V,Nm,conv,X,NA,X,simple,des2as
r8369,l172936,discourir,l172937,discours,V,Nm,conv,X,conv,X,simple,NA
r8379,l172958,discréditer,l172956,discrédit,V,Nm,conv,X,NA,X,simple,des2as
r8539,l173313,distinguer,l173316,distinguo,V,Nm,conv,X,conv,X,simple,NA
r8748,l175052,double-cliquer,l175051,double-clic,V,Nm,conv,X,NA,X,simple,des2as
r8757,l175088,doublonner,l175086,doublon,V,Nm,conv,X,NA,X,simple,des2as
r9598,l178582,dédaigner,l178588,dédain,V,Nm,conv,X,conv,X,simple,NA
r9606,l178615,dédire,l178616,dédit,V,Nm,conv,X,conv,X,simple,NA
r10314,l180712,déposer,l180904,dépôt,V,Nm,conv,X,conv,X,simple,NA
r10535,l181259,désaimer,l181327,désamour,V,Nm,conv,X,conv,X,simple,NA
r11072,l183386,efforcer,l183387,effort,V,Nm,conv,X,conv,X,simple,NA
r11197,l183855,embouter,l183848,embout,V,Nm,conv,X,conv,X,simple,NA
r11453,l184430,emplâtrer,l184429,emplâtre,V,Nm,conv,X,conv,X,simple,NA
r11483,l184465,empoisser,l184455,empois,V,Nm,conv,X,conv,X,simple,NA
r12193,l186491,entourer,l186488,entour,V,Nm,conv,X,conv,X,simple,NA
r12256,l186956,entretenir,l186958,entretien,V,Nm,conv,X,conv,X,simple,NA
r12416,l187915,esclavager,l187914,esclavage,V,Nm,conv,X,NA,X,simple,des2as
r12920,l191248,fac-similer,l191249,fac-similé,V,Nm,conv,X,NA,X,simple,des2as
r12966,l191528,fainéanter,l191526,fainéant,V,Nm,conv,X,NA,X,simple,des2as
r12969,l191537,faire,l191577,fait,V,Nm,conv,X,conv,X,simple,NA
r13136,l192763,faxer,l192761,fax,V,Nm,conv,X,NA,X,simple,des2as
r13394,l194276,fileter,l194273,filet,V,Nm,conv,X,NA,X,simple,des2as
r13451,l194499,finauder,l194497,finaud,V,Nm,conv,X,NA,X,simple,des2as
r13556,l195279,flemmarder,l195277,flemmard,V,Nm,conv,X,NA,X,simple,des2as
r13566,l195405,fleuronner,l195402,fleuron,V,Nm,conv,X,NA,X,simple,des2as
r13624,l195837,fluer,l195955,flux,V,Nm,conv,X,conv,X,simple,NA
r13784,l196980,forfaire,l196981,forfait,V,Nm,conv,X,conv,X,simple,NA
r13830,l197147,formoler,l197144,formol,V,Nm,conv,X,NA,X,simple,des2as
r13912,l197647,foularder,l197645,foulard,V,Nm,conv,X,NA,X,simple,des2as
r14128,l199518,frisonner,l199515,frison,V,Nm,conv,X,NA,X,simple,des2as
r14185,l199855,frotti-frotter,l199854,frotti-frotta,V,Nm,conv,X,NA,X,simple,des2as
r14190,l199876,froufrouter,l199873,froufrou,V,Nm,conv,X,NA,X,simple,des2as
r14258,l200439,fumeronner,l200438,fumeron,V,Nm,conv,X,NA,X,simple,des2as
r14386,l201598,gagner,l201692,gain,V,Nm,conv,X,conv,X,simple,NA
r14426,l202060,galopiner,l202058,galopin,V,Nm,conv,X,NA,X,simple,des2as
r14504,l202695,gardienner,l202691,gardien,V,Nm,conv,X,NA,X,simple,des2as
r14543,l202991,gasconner,l202980,gascon,V,Nm,conv,X,NA,X,simple,des2as
r14645,l203881,gendarmer,l203880,gendarme,V,Nm,conv,X,NA,X,simple,des2as
r14861,l206036,glouglouter,l206034,glouglou,V,Nm,conv,X,NA,X,simple,des2as
r14942,l206537,godronner,l206535,godron,V,Nm,conv,X,NA,X,simple,des2as
r15177,l208719,granuler,l208718,granule,V,Nm,conv,X,NA,X,simple,des2as
r15190,l208784,graphiter,l208783,graphite,V,Nm,conv,X,NA,X,simple,des2as
r15214,l208841,grappiner,l208839,grappin,V,Nm,conv,X,NA,X,simple,des2as
r15256,l209121,gravillonner,l209116,gravillon,V,Nm,conv,X,NA,X,simple,des2as
r15365,l209582,grillager,l209581,grillage,V,Nm,conv,X,NA,X,simple,des2as
r15433,l209917,grognarder,l209916,grognard,V,Nm,conv,X,NA,X,simple,des2as
r15539,l210908,gueuletonner,l210907,gueuleton,V,Nm,conv,X,NA,X,simple,des2as
r15887,l215292,herbager,l215288,herbage,V,Nm,conv,X,NA,X,simple,des2as
r16030,l216985,homicider,l216984,homicide,V,Nm,conv,X,NA,X,simple,des2as
r16233,l218931,hydrogéner,l218928,hydrogène,V,Nm,conv,X,NA,X,simple,des2as
r16261,l219051,hydroplaner,l219049,hydroplane,V,Nm,conv,X,NA,X,simple,des2as
r16431,l220478,héliporter,l220475,héliport,V,Nm,conv,X,NA,X,simple,des2as
r16467,l220951,hérissonner,l220943,hérisson,V,Nm,conv,X,NA,X,simple,des2as
r17188,l226130,interdire,l226135,interdit,V,Nm,conv,X,conv,X,simple,NA
r17202,l226210,interligner,l226209,interligne,V,Nm,conv,X,NA,X,simple,des2as
r17782,l230982,juponner,l230977,jupon,V,Nm,conv,X,NA,X,simple,des2as
r17821,l231565,kaléidoscoper,l231564,kaléidoscope,V,Nm,conv,X,NA,X,simple,des2as
r17855,l232465,kilométrer,l232462,kilomètre,V,Nm,conv,X,NA,X,simple,des2as
r18038,l235997,lardonner,l235995,lardon,V,Nm,conv,X,NA,X,simple,des2as
r18214,l238437,libertiner,l238433,libertin,V,Nm,conv,X,NA,X,simple,des2as
r18270,l239129,limaçonner,l239128,limaçon,V,Nm,conv,X,NA,X,simple,des2as
r18804,l245364,magnétoscoper,l245363,magnétoscope,V,Nm,conv,X,NA,X,simple,des2as
r18827,l245621,mailleter,l245616,maillet,V,Nm,conv,X,NA,X,simple,des2as
r18840,l245652,mailloter,l245650,maillot,V,Nm,conv,X,NA,X,simple,des2as
r18849,l245748,maintenir,l245763,maintien,V,Nm,conv,X,conv,X,simple,NA
r18905,l246851,mamelonner,l246847,mamelon,V,Nm,conv,X,NA,X,simple,des2as
r18926,l247037,manchonner,l247034,manchon,V,Nm,conv,X,NA,X,simple,des2as
r18937,l247120,mandater,l247111,mandat,V,Nm,conv,X,NA,X,simple,des2as
r19028,l247902,maquer,l244374,mac,V,Nm,conv,X,NA,X,simple,des2as
r19131,l249165,marmitonner,l249161,marmiton,V,Nm,conv,X,NA,X,simple,des2as
r19157,l249305,maroquiner,l249303,maroquin,V,Nm,conv,X,NA,X,simple,des2as
r19484,l253637,michetonner,l253635,micheton,V,Nm,conv,X,NA,X,simple,des2as
r19504,l253828,microfilmer,l253826,microfilm,V,Nm,conv,X,NA,X,simple,des2as
r19669,l255305,miroiter,l255298,miroir,V,Nm,conv,X,NA,X,simple,des2as
r19750,l255976,moduler,l255975,module,V,Nm,conv,X,NA,X,simple,des2as
r19789,l256352,molarder,l256351,molard,V,Nm,conv,X,NA,X,simple,des2as
r19867,l257486,monologuer,l257485,monologue,V,Nm,conv,X,NA,X,simple,des2as
r19879,l257590,monopoler,l257589,monopole,V,Nm,conv,X,NA,X,simple,des2as
r19954,l259956,morceler,l259953,morceau,V,Nm,conv,X,NA,X,simple,des2as
r20034,l260872,motorer,l260795,moteur,V,Nm,conv,X,NA,X,simple,des2as
r20043,l260972,moucharder,l260969,mouchard,V,Nm,conv,X,NA,X,simple,des2as
r20048,l260988,moucheronner,l260985,moucheron,V,Nm,conv,X,NA,X,simple,des2as
r20078,l261198,mouliner,l261189,moulin,V,Nm,conv,X,NA,X,simple,des2as
r20124,l261643,mouvementer,l261641,mouvement,V,Nm,conv,X,NA,X,simple,des2as
r20369,l264007,méfaire,l264008,méfait,V,Nm,conv,X,conv,X,simple,NA
r20393,l264290,mélanger,l264286,mélange,V,Nm,conv,X,NA,X,simple,des2as
r20573,l266588,napperonner,l266586,napperon,V,Nm,conv,X,NA,X,simple,des2as
r20748,l268701,nitrater,l268700,nitrate,V,Nm,conv,X,NA,X,simple,des2as
r20755,l268761,nitrurer,l268760,nitrure,V,Nm,conv,X,NA,X,simple,des2as
r20788,l269014,noctambuler,l269013,noctambule,V,Nm,conv,X,NA,X,simple,des2as
r20955,l270605,nuager,l270601,nuage,V,Nm,conv,X,NA,X,simple,des2as
r21217,l273124,oeilletonner,l273122,oeilleton,V,Nm,conv,X,NA,X,simple,des2as
r21218,l273124,oeilletonner,l273120,oeilletage,V,Nm,conv,X,suf,Xage,complexe,NA
r21292,l273923,ombrager,l273920,ombrage,V,Nm,conv,X,NA,X,simple,des2as
r21438,l275193,ordonner,l275200,ordre,V,Nm,conv,X,conv,X,simple,NA
r21503,l275691,ornementer,l275687,ornement,V,Nm,conv,X,NA,X,simple,des2as
r21648,l277248,ouvrager,l277246,ouvrage,V,Nm,conv,X,NA,X,simple,des2as
r21672,l277444,ovuler,l277443,ovule,V,Nm,conv,X,NA,X,simple,des2as
r21682,l277560,oxygéner,l277553,oxygène,V,Nm,conv,X,NA,X,simple,des2as
r21712,l277874,pacser,l277871,pacs,V,Nm,conv,X,NA,X,simple,des2as
r21740,l278097,paillarder,l278096,paillard,V,Nm,conv,X,NA,X,simple,des2as
r21743,l278109,paillassonner,l278107,paillasson,V,Nm,conv,X,NA,X,simple,des2as
r21805,l278513,palissonner,l278511,palisson,V,Nm,conv,X,NA,X,simple,des2as
r21893,l279373,panoramiquer,l279372,panoramique,V,Nm,conv,X,NA,X,simple,des2as
r21990,l279929,parachuter,l279927,parachute,V,Nm,conv,X,NA,X,simple,des2as
r22000,l279989,paradoxer,l279988,paradoxe,V,Nm,conv,X,NA,X,simple,des2as
r22020,l280156,paramétrer,l280147,paramètre,V,Nm,conv,X,NA,X,simple,des2as
r22064,l280448,parcourir,l280449,parcours,V,Nm,conv,X,conv,X,simple,NA
r22071,l280537,parementer,l280535,parement,V,Nm,conv,X,NA,X,simple,des2as
r22121,l280797,parlementer,l280781,parlement,V,Nm,conv,X,NA,X,simple,des2as
r22167,l281067,partager,l281062,partage,V,Nm,conv,X,NA,X,simple,des2as
